iRating;iId;sType;sMovie;iYear;sCountry;sGenre;sDirector;sActors;sAward
88,50%;242;s;Neporazitelný;2021;USA;Animovaný / Akční;Jeff Allen, William Ruzicka;Steven Yeun, J.K. Simmons;
88,30%;266;m;Ennio;2021;Itálie / Belgie;Dokumentární / Životopisný;Giuseppe Tornatore;Ennio Morricone, Quentin Tarantino;
87,80%;307;s;Mare z Easttownu;2021;USA;Drama / Krimi;Craig Zobel;Kate Winslet, Julianne Nicholson;
87,70%;318;s;1883;2021;USA;Drama / Western;Taylor Sheridan, Christina Alexandra Voros;Sam Elliott, Tim McGraw;
87,00%;401;s;Mušoku tensei: Isekai ittara honki dasu;2021;Japonsko;Animovaný / Fantasy;Manabu Okamoto, Hiroki Hirano;Jumi Učijama, Ai Kakuma;
86,80%;429;s;Absťák;2021;USA;Drama / Krimi;Barry Levinson, Michael Cuesta;Michael Keaton, Michael Stuhlbarg;
85,60%;643;m;Till Lindemann: Ich hasse Kinder;2021;Německo;Krátkometrážní / Drama;Serghey Grey;Till Lindemann, Alexandr Revva;
85,40%;663;s;Byl by to hřích;2021;Velká Británie;Komedie / Drama;Peter Hoar;Olly Alexander, Lydia West;
85,20%;716;s;Nevina;2021;Španělsko;Drama / Krimi;Oriol Paulo;Mario Casas, Aura Garrido;
85,20%;717;s;Kód za miliardu dolarů;2021;Německo;Drama / Krimi;Robert Thalheim;Mark Waschke, Mišel Matičević;
85,00%;775;m;Krteček a raketa;2021;Česko;Krátkometrážní / Animovaný;;;
84,80%;832;st;Rudé boty;2021;Česko;Krátkometrážní / Animovaný;Anna Podskalská;;
84,60%;914;s;Čas;2021;Velká Británie;Drama / Krimi;Lewis Arnold, Andrea Harkin;Sean Bean, Stephen Graham;
83,30%;1350;s;Ochránce;2021;Česko;Krimi / Drama;Tereza Kopáčová, Tomáš Mašín;Lukáš Vaculík, Iveta Dušková;
83,30%;1351;s;Scény z manželského života;2021;USA;Drama;Hagai Levi;Oscar Isaac, Jessica Chastain;
83,00%;1440;s;Starosta Kingstownu;2021;USA;Drama / Krimi;Taylor Sheridan, Ben Richardson;Jeremy Renner, Taylor Handley;
83,00%;1475;m;Happier Than Ever: A Love Letter to Los Angeles;2021;USA;Dokumentární / Hudební;Robert Rodriguez, Patrick Osborne;Billie Eilish, Finneas O'Connell;
82,90%;1478;m;Le Secrete;2021;Česko;Krátkometrážní;Mikýř;;
82,90%;1517;m;All Too Well: The Short Film;2021;USA;Krátkometrážní / Hudební;Taylor Swift;Dylan O'Brien, Sadie Sink;
82,40%;1673;m;The Sparks Brothers;2021;Velká Británie;Dokumentární / Hudební;Edgar Wright;Ron Mael, Russell Mael;
82,10%;1742;s;Služka;2021;USA;Drama / Komedie;John Wells, Nzingha Stewart;Margaret Qualley, Nick Robinson;
82,00%;1769;st;Stádium;2021;Česko;Krátkometrážní / Drama;Nicole Cote, Pavel Vávra;Jakub Kutnar, Elizaveta Maximová;
81,90%;1802;m;Duna;2021;USA / Kanada;Sci-Fi / Akční;Denis Villeneuve;Timothée Chalamet, Rebecca Ferguson;
81,90%;1803;m;V rytmu srdce;2021;USA;Drama;Siân Heder;Emilia Jones, Eugenio Derbez;Oscar
81,90%;1804;s;Had;2021;Velká Británie;Krimi / Thriller;Hans Herbots, Tom Shankland;Jenna Coleman, Tahar Rahim;
81,60%;1871;m;Poslední souboj;2021;USA;Drama / Historický;Ridley Scott;Matt Damon, Adam Driver;
81,20%;1939;m;The Velvet Underground;2021;USA;Dokumentární / Hudební;Todd Haynes;John Cale, Maureen Tucker;
80,60%;1979;st;Hrůza v tónu gramofonu;2021;Česko;Krátkometrážní / Animovaný;Kryštof Ulbert, Martina Tomková;Oldřich Bělka;
80,50%;1989;st;Šťastný Tom;2021;Česko;Krátkometrážní / Komedie;Adam Kůs;Jiří Schwarz, Robert Vass;
80,20%;2017;m;Myši patří do nebe;2021;Česko / Francie;Animovaný / Rodinný;Jan Bubeníček, Denisa Grimmová;Pavlína Balner, Matouš Ruml;
79,70%;2060;m;Billie Eilish: The World's a Little Blurry;2021;USA;Dokumentární / Hudební;R.J. Cutler;Billie Eilish, Finneas O'Connell;
79,50%;2075;m;3 - 2 - 1 Start!;2021;Česko;Krátkometrážní / Animovaný;Martin Živocký, Filip Veselý;;
78,70%;2139;st;Příběh hrůzostrašné Eliz;2021;Česko;Krátkometrážní / Rodinný;Adam Struhala, Eliška Kováříková;Karolína Paterová, Vít Gajdoš;
78,60%;2148;st;Trofej;2021;Česko;Krátkometrážní / Drama;Jaroslav Beran;Václav Vašák, Gabriela Heclová;
78,50%;2157;m;Od hradu k hradu;2021;Rakousko / Velká Británie;Krátkometrážní / Sportovní;David Coulthard;;
78,00%;2203;st;Otváram dvere a neviem čo sa s nimi deje / pomaly vŕzgajú / oči sa dívajú;2021;Slovensko;Krátkometrážní / Hudební;Kristián Grupač;Tomáš Vravník, Jana Oľhová;
77,60%;2241;m;Zátopek;2021;Česko;Životopisný / Drama;David Ondříček;Václav Neužil, Martha Issová;Český lev
77,60%;2242;st;Teuner;2021;Česko;Krátkometrážní;Ondřej Veverka;Tomáš Kořének, Viktor Zavadil;
77,60%;2243;st;Chléb náš vezdejší;2021;Slovensko;Krátkometrážní / Drama;Alica Bednáriková;Milka Zimková, Karol Čálik;
76,40%;2336;st;Desiluse;2021;Česko;Krátkometrážní / Drama;Prokop Prčík;Antonín Dolák, Katarína Hlinková;
75,00%;2412;m;Přes hranici;2021;Francie / Německo;Animovaný / Drama;Florence Miailhe;Taťjana Medvecká, Alžběta Volhejnová;
74,80%;2420;st;White Room;2021;Česko;Krátkometrážní / Drama;Jakub Jirásek;Hasan Rezaei, Viktorie Macánová;
73,90%;2459;m;Chyby;2021;Česko;Romantický / Drama;Jan Prušinovský;Pavla Gajdošíková, Jan Jankovský;
73,60%;2468;m;Margrete - královna severu;2021;Dánsko / Norsko;Drama / Historický;Charlotte Sieling;Trine Dyrholm, Søren Malling;
73,60%;2469;m;Očitý svědek;2021;Česko;Drama;Jiří Havelka;Saša Rašilov nejml., Jan Bidlas;
71,80%;2522;m;107 matek;2021;Slovensko / Česko;Drama;Peter Kerekes;Marina Klimova, Irina Kirjazeva;
71,80%;2523;st;Sestry;2021;Česko;Krátkometrážní / Animovaný;Andrea Szelesová;;
71,30%;2532;m;Moje slunce Mad;2021;Česko / Slovensko;Animovaný / Drama;Michaela Pavlátová;Zuzana Stivínová, Hynek Čermák;
70,30%;2552;m;Jiná smečka;2021;Maďarsko / Slovensko;Drama;Hajni Kis;Gusztáv Dietz, Zorka Horváth;
;2598;m;Titane;2021;Francie;;Julia Ducournau;;Cannes
;2599;m;Jednotka intenzivního života;2021;Česko;Dokument;Adéla Komrzý;;Český lev - doku
94,10%;25;st;Zvuky spoza lúky;2020;Česko;Krátkometrážní / Animovaný;Filip Diviak;;
90,80%;104;s;Chalífát;2020;Švédsko;Thriller;Goran Kapetanovic;Gizem Erdogan, Amed Bozan;
90,80%;109;m;Viva the Underdogs;2020;Austrálie;Dokumentární / Hudební;Allan Hardy;Winston McCall, Ben Gordon;
90,00%;139;s;Dámský gambit;2020;USA;Drama;Scott Frank;Anya Taylor-Joy, Marielle Heller;
87,80%;308;st;Jsem tady;2020;Polsko;Krátkometrážní / Animovaný;Julia Orlik;Zdzisław Wardejn, Izabela Kuna;
87,50%;341;m;25 let neviny;2020;Polsko;Drama;Jan Holoubek;Piotr Trojan, Agata Kulesza;
87,30%;365;s;Ted Lasso;2020;USA;Komedie / Drama;Tom Marshall, Declan Lowney;Jason Sudeikis, Brendan Hunt;
87,00%;402;s;Všechny velké a malé bytosti;2020;Velká Británie;Drama;Andy Hay, Metin Hüseyin;Anna Madeley, Samuel West;
86,40%;492;s;Veselí přátelé;2020;USA;Animovaný / Komedie;Michael Cusack, Zach Hadel;Michael Cusack, Zach Hadel;
86,10%;554;m;Příběh Bee Gees;2020;USA;Dokumentární / Hudební;Frank Marshall;Barry Gibb, Maurice Gibb;
85,60%;630;m;Vlkochodci;2020;Irsko / USA;Animovaný / Dobrodružný;Tomm Moore, Ross Stewart;Sean Bean, Honor Kneafsey;
85,30%;690;s;Jujutsu kaisen;2020;Japonsko;Animovaný / Akční;Song-hu Park, Rjú Nakajama;Júiči Nakamura, Džun'ja Enoki;
85,20%;718;s;Inscenace;2020;Velká Británie;Komedie;Simon Evans;David Tennant, Michael Sheen;
84,90%;808;s;Vymítač Boner;2020;Polsko;Komedie / Animovaný;Bartosz Walaszek;Bartosz Walaszek, Tom Bromhead;
84,70%;872;m;Otec;2020;Velká Británie;Drama;Florian Zeller;Anthony Hopkins, Olivia Colman;
84,70%;873;s;Pěreval Ďatlova;2020;Rusko;Drama / Mysteriózní;Valerij Fedorovič, Pavel Kostomarov;Ivan Mulin, Jegor Berojev;
84,50%;953;m;Quo vadis, Aida?;2020;Bosna a Hercegovina / Rakousko;Drama;Jasmila Žbanić;Jasna Đuričić, Izudin Bajrović;
84,40%;995;m;Chicagský tribunál;2020;USA;Drama / Historický;Aaron Sorkin;Eddie Redmayne, Alex Sharp;
84,20%;1068;s;Dotkni se mých ran;2020;Jižní Korea;Komedie / Drama;Shin-woo Park;Soo-hyeon Kim, Ye-ji Seo;
83,80%;1203;s;Nula nula nula;2020;Itálie;Drama / Krimi;Janus Metz, Pablo Trapero;Andrea Riseborough, Dane DeHaan;
83,50%;1282;s;Bludné kruhy;2020;USA;Drama;Derek Cianfrance;Mark Ruffalo, Melissa Leo;
83,30%;1352;s;sKORO NA mizině;2020;Česko;Krátkometrážní / Komedie;Vladimír Skórka;Albert Čuba, Štěpán Kozub;
83,20%;1401;m;Zappa;2020;USA;Dokumentární / Životopisný;Alex Winter;Frank Zappa, Steve Vai;
83,10%;1404;m;Rytíři spravedlnosti;2020;Dánsko;Komedie / Drama;Anders Thomas Jensen;Mads Mikkelsen, Nikolaj Lie Kaas;
82,40%;1646;s;Defending Jacob;2020;USA;Drama / Krimi;Morten Tyldum;Chris Evans, Michelle Dockery;
82,30%;1675;m;Duše;2020;USA;Animovaný / Dobrodružný;Pete Docter, Kemp Powers;Jamie Foxx, Tina Fey;
82,00%;1770;m;Chlast;2020;Dánsko;Drama / Komedie;Thomas Vinterberg;Mads Mikkelsen, Thomas Bo Larsen;
82,00%;1771;s;Normální lidi;2020;Velká Británie;Drama / Romantický;Lenny Abrahamson, Hettie MacDonald;Daisy Edgar-Jones, Paul Mescal;
82,00%;1772;s;Gangs of London;2020;Velká Británie;Drama / Krimi;Xavier Gens, Gareth Evans;Joe Cole, Ṣọpẹ́ Dìrísù;
81,80%;1826;s;Neortodoxní;2020;Německo;Drama;Maria Schrader;Shira Haas, Amit Rahav;
81,70%;1850;m;Hejtr;2020;Polsko;Drama / Thriller;Jan Komasa;Maciej Musiałowski, Vanessa Aleksander;
81,30%;1930;st;Mraveniště;2020;Česko;Krátkometrážní / Animovaný;Marek Náprstek;;
81,10%;1941;st;Nuda;2020;Slovensko;Krátkometrážní;Alica Bednáriková;Karin Adzimová, Gabriela Škrabáková-Kreutz;
80,80%;1953;st;Jsme si o smrt blíž;2020;Česko;Krátkometrážní / Loutkový;Bára Anna Stejskalová;;
79,80%;2055;m;Večeře po americku;2020;USA;Komedie / Drama;Adam Rehmeier;Kyle Gallner, Emily Skeggs;
78,70%;2140;m;Babica vs. samopal;2020;Česko;Krátkometrážní;Jiří Babica;;
77,20%;2272;st;Musí to být bolestivý;2020;Česko;Krátkometrážní / Komedie;David Semler;David Semler, David Escudero;
76,90%;2299;m;Mlsné medvědí příběhy;2020;Česko;Animovaný / Rodinný;Alexandra Májová, Kateřina Karhánková;Lukáš Příkazký, David Novotný;
74,60%;2434;m;Šarlatán;2020;Česko / Irsko;Životopisný / Drama;Agnieszka Holland;Ivan Trojan, Josef Trojan;Český lev
73,40%;2476;st;Pozdrav z Nigérie;2020;Slovensko;Krátkometrážní;Peter Hoferica;Oto Markech, Margita Huťťová;
72,40%;2505;m;Roh Gondoru;2020;Česko;Krátkometrážní / Fantasy;Šimon Pešta;Dalibor Belfín, Zdeněk Gloser;
71,50%;2527;m;Princezna zakletá v čase;2020;Česko;Pohádka / Fantasy;Petr Kubík;Natalia Germani, Eliška Křenková;
70,40%;2549;st;Anatomie českého odpoledne;2020;Česko;Krátkometrážní / Drama;Adam Martinec;Jakub Špalek, Simona Peková;
;2600;m;V síti;2020;Česko;Dokument;Vít Klusák, Barbora Chalupová;;Český lev - doku
96,10%;12;s;Černobyl;2019;USA / Velká Británie;Drama / Historický;Johan Renck;Jared Harris, Stellan Skarsgård;
89,70%;164;m;Le Mans '66;2019;USA / Francie;Drama / Životopisný;James Mangold;Matt Damon, Christian Bale;
89,40%;182;s;Banda;2019;USA;Akční / Komedie;Dan Trachtenberg, Jennifer Phang;Jack Quaid, Karl Urban;
88,00%;284;m;Klaus;2019;Španělsko;Animovaný / Dobrodružný;Sergio Pablos;Rashida Jones, Joan Cusack;
88,00%;285;s;Chen qing ling;2019;Čína;Akční / Drama;Wei Wen Zheng, Ka-lam Chan;Sean Xiao, Yibo Wang;
87,50%;342;s;Mandalorian;2019;USA;Akční / Dobrodružný;Jon Favreau, Dave Filoni;Pedro Pascal, Gina Carano;
86,90%;416;s;Vinland Saga;2019;Japonsko;Animovaný / Akční;Šúhei Jabuta, Takaši Andó;Júto Uemura, Akio Ócuka;
86,80%;430;s;Exit;2019;Norsko;Drama;Øystein Karlsen, Gísli Örn Garðarsson;Simon J. Berger, Agnes Kittelsen;
86,70%;444;s;Genndy Tartakovsky's Primal;2019;USA;Animovaný / Akční;Genndy Tartakovsky;Tom Kenny, Jon Olson;
86,50%;470;s;Kimecu no jaiba;2019;Japonsko;Animovaný / Akční;Haruo Sotozaki, Júki Itó;Akari Kitó, Nacuki Hanae;
86,50%;471;s;Láska padá z nebe;2019;Jižní Korea;Drama / Romantický;Jeong-hyo Lee;Bin Hyun, Ye-jin Son;
86,30%;504;s;Kaguja-sama wa kokurasetai: Tensaitači no ren'ai zunósen;2019;Japonsko;Animovaný / Komedie;Šin'iči Omata, Takaši Andó;Aoi Koga, Makoto Furukawa;
86,20%;524;s;Proč ženy zabíjí;2019;USA;Komedie / Krimi;David Grossman, Elizabeth Allen Rosenbaum;Lucy Liu, Ginnifer Goodwin;
86,00%;557;m;Gentlemani;2019;Velká Británie / USA;Akční / Komedie;Guy Ritchie;Matthew McConaughey, Charlie Hunnam;
85,40%;664;s;Agent;2019;USA;Drama / Historický;Gideon Raff;Sacha Baron Cohen, Noah Emmerich;
85,10%;748;m;Joker;2019;USA;Krimi / Drama;Todd Phillips;Joaquin Phoenix, Robert De Niro;
85,10%;749;s;Co děláme v temnotách;2019;USA;Komedie / Fantasy;Taika Waititi, Jemaine Clement;Kayvan Novak, Harvey Guillén;
85,00%;776;s;Po životě;2019;Velká Británie;Komedie / Drama;Ricky Gervais;Ricky Gervais, Tom Basden;
84,90%;809;st;Dcera;2019;Česko;Krátkometrážní / Loutkový;Daria Kashcheeva;;
84,80%;833;m;Dárek do cely č.7;2019;Turecko;Drama;Mehmet Ada Öztekin;Aras Bulut Iynemli, Deniz Baysal;
84,80%;834;s;Bojovník;2019;USA;Akční / Drama;Loni Peristere, Lin Oeding;Jason Tobin, Andrew Koji;
84,70%;874;s;Naši kluci;2019;USA;Drama;Joseph Cedar, Tawfik Abu Wael;Michael Aloni, Lior Ashkenazi;
84,50%;954;s;Dororo;2019;Japonsko;Animovaný / Akční;Kazuhiro Furuhaši, Hiromiči Matano;Mugihito, Hiroki Suzuki;
84,40%;996;m;Corpus Christi;2019;Polsko;Drama;Jan Komasa;Bartosz Bielenia, Aleksandra Konieczna;
84,30%;1027;s;Oběť;2019;Velká Británie;Drama / Krimi;Niall MacCormick;Kelly Macdonald, John Hannah;
84,20%;1069;s;Helluva Boss;2019;USA;Animovaný / Akční;Vivienne Medrano;Brandon Rogers, Brock Baker;
84,20%;1098;m;Vypsaná Fixa - Ztracený film;2019;Česko;Dokumentární / Hudební;Martin Přívratský;Vypsaná fiXa;
84,10%;1101;s;MOST!;2019;Česko;Komedie / Drama;Jan Prušinovský;Martin Hofmann, Erika Stárková;
84,10%;1102;s;Sexuální výchova;2019;Velká Británie;Komedie / Drama;Ben Taylor, Kate Herron;Asa Butterfield, Emma Mackey;
84,10%;1103;st;Pouštět draka;2019;Česko / Slovensko;Krátkometrážní / Animovaný;Martin Smatana;;
84,10%;1136;m;Metallica & San Francisco Symphony: S&M²;2019;USA;Hudební / Dokumentární;Wayne Isham;James Hetfield, Lars Ulrich;
84,00%;1141;m;Parazit;2019;Jižní Korea;Drama / Komedie;Džun-ho Pong;Kang-ho Song, Seon-gyoon Lee;Oscar / Cannes
83,90%;1167;m;Avengers: Endgame;2019;USA;Akční / Dobrodružný;Anthony Russo, Joe Russo;Robert Downey Jr., Chris Evans;
83,80%;1204;s;Nejsilnější hlas;2019;USA;Drama;Kari Skogland, Stephen Frears;Russell Crowe, Naomi Watts;
83,70%;1229;s;Když nás vidí;2019;USA;Drama / Krimi;Ava DuVernay;Jovan Adepo, Kylie Bunbury;
83,60%;1258;s;Temný krystal: Věk vzdoru;2019;USA / Velká Británie;Loutkový / Dobrodružný;Louis Leterrier;Hannah John-Kamen, Caitríona Balfe;
83,40%;1320;s;Hlava 22;2019;USA;Válečný / Historický;Ellen Kuras, Grant Heslov;Christopher Abbott, Kyle Chandler;
83,20%;1377;m;Na nože;2019;USA;Mysteriózní / Krimi;Rian Johnson;Daniel Craig, Ana de Armas;
83,10%;1405;s;Odhalení;2019;USA;Krimi / Drama;Laure de Clermont-Tonnerre, Steven Piet;Patricia Arquette, Joey King;
83,10%;1406;s;Království zombie;2019;Jižní Korea;Akční / Thriller;Seong-hoon Kim, In-je Park;Ji-hoon Joo, Seung-ryong Ryoo;
82,90%;1516;m;Pavarotti;2019;Velká Británie / USA;Dokumentární / Životopisný;Ron Howard;Luciano Pavarotti, Plácido Domingo;
82,90%;1519;m;Rolling Thunder Revue: Martin Scorsese na turné s Bobem Dylanem;2019;USA;Dokumentární / Hudební;Martin Scorsese;Bob Dylan, Larry Sloman;
82,60%;1593;s;Delhi Crime;2019;Indie;Drama / Krimi;Richie Mehta, Tanuj Chopra;Swati Bhatia, Shefali Shetty;
82,30%;1707;m;I Am Easy To Find;2019;USA;Krátkometrážní / Hudební;Mike Mills;Alicia Vikander, Katherine Adams;
82,20%;1709;m;Vidíš měsíc, Danieli;2019;Dánsko / Norsko;Drama / Thriller;Niels Arden Oplev, Anders W. Berthelsen;Esben Smed, Toby Kebbell;
82,20%;1710;s;Euforie;2019;USA;Drama;Augustine Frizzell, Sam Levinson;Zendaya, Hunter Schafer;
82,20%;1711;s;Love, Death & Robots;2019;USA;Animovaný / Komedie;Tim Miller, Víctor Maldonado;Stefan Kapičič, Elaine Tan;
82,20%;1712;s;The Morning Show;2019;USA;Drama;Mimi Leder, Lynn Shelton;Jennifer Aniston, Reese Witherspoon;
81,70%;1851;s;Dobrá znamení;2019;Velká Británie;Komedie / Fantasy;Douglas Mackinnon;David Tennant, Michael Sheen;
81,40%;1927;m;Lil Peep: Pro každého vším;2019;USA / Velká Británie;Dokumentární / Hudební;Sebastian Jones, Ramez Silyan;Lil Peep;
80,80%;1954;m;Fany a pes;2019;Německo / Lucembursko;Animovaný;Matthias Bruhn, Ralf Kukula;Gaëtan Wenders, Katharina Lopinski;
80,80%;1963;m;Anima;2019;Velká Británie;Krátkometrážní / Hudební;Paul Thomas Anderson;Thom Yorke, Dajana Roncione;
80,40%;2007;m;Miles Davis: Birth of the Cool;2019;USA;Dokumentární / Hudební;Stanley Nelson;Carl Lumbly, Miles Davis;
80,20%;2020;m;Hnüs;2019;USA;Životopisný / Komedie;Jeff Tremaine;Daniel Webber, Douglas Booth;
79,70%;2061;m;Western Stars;2019;USA;Dokumentární / Hudební;Bruce Springsteen, Thom Zimny;Bruce Springsteen, Patti Scialfa;
79,00%;2107;m;The Knight of Hope;2019;Česko;Krátkometrážní / Akční;Lukáš Kratochvíl, Martin Tureček;Veronika Malá;
78,00%;2204;m;Králíček Jojo;2019;USA / Nový Zéland;Komedie / Drama;Taika Waititi;Roman Griffin Davis, Thomasin McKenzie;
77,20%;2273;m;Figurant;2019;Česko / Francie;Krátkometrážní / Drama;Jan Vejnar;Denis Lavant, Michal Kern;
77,10%;2285;m;Zvuk metalu;2019;USA / Belgie;Drama / Hudební;Darius Marder;Riz Ahmed, Olivia Cooke;
74,90%;2415;st;Mimo Dosah;2019;Česko;Drama / Krátkometrážní;Ondřej Řepík;David Tilšer, Veronika Kopřivová;
74,70%;2424;st;Schovka;2019;Česko;Krátkometrážní / Animovaný;Barbora Halířová;;
74,30%;2447;m;Vlastníci;2019;Česko;Komedie / Drama;Jiří Havelka;Tereza Ramba, Vojtěch Kotek;
73,80%;2464;m;Budiž světlo;2019;Slovensko / Česko;Drama;Marko Škop;Milan Ondrík, František Beleš;
73,30%;2479;st;Dusno;2019;Česko;Krátkometrážní / Drama;Michal Starý;Lukáš Král, Tomáš Dianiška;
73,00%;2487;m;Sh_t Happens;2019;Slovensko / Francie;Krátkometrážní / Animovaný;Michaela Mihalyiová, Dávid Štumpf;;
73,00%;2488;m;Jen plasty a diamanty jsou věčné;2019;Slovensko;Krátkometrážní / Drama;Štefánia Lovasová;Lena Škoricová, Gregor Hraška;
72,00%;2518;m;Jiří pes uprchlík;2019;Česko;Drama / Krátkometrážní;Tomasz Wiński;Eliška Křenková, Jenovéfa Boková;
69,30%;2568;m;Staříci;2019;Česko / Slovensko;Drama / Road movie;Martin Dušek, Ondřej Provazník;Jiří Schmitzer, Ladislav Mrkvička;
67,80%;2581;m;Ostrým nožem;2019;Slovensko;Drama;Teodor Kuhn;Roman Luknár, Ela Lehotská;
67,60%;2582;m;Nabarvené ptáče;2019;Česko / Slovensko;Drama / Válečný;Václav Marhoul;Petr Kotlár, Udo Kier;Český lev
;2601;m;Dálava;2019;Česko;Dokument;Martin Mareček;;Český lev - doku
94,40%;22;s;The Filthy Frank Show;2018;Japonsko / Austrálie;Krátkometrážní / Komedie;Jason Derulo, PewDiePie;;
92,90%;38;s;Blue;2018;Austrálie / Velká Británie;Animovaný / Rodinný;Richard Jeffery, Joe Brumm;David McCormack, Melanie Zanetti;
92,40%;51;s;James Acaster: Repertoire;2018;Velká Británie;Komedie;Daniel Lucchesi;James Acaster, Joe Parham;
91,80%;70;s;Astartes;2018;USA;Animovaný / Sci-Fi;Syama Pedersen;;
91,80%;71;st;Pod mrakem;2018;Česko;Krátkometrážní / Animovaný;Filip Diviak, Zuzana Čupová;;
89,40%;183;m;Paradox: A Rusty Lake Film;2018;Nizozemsko / Česko;Krátkometrážní;Sean van Leijenhorst;David Bowles;
88,90%;213;st;Moje malé kůzlátko;2018;Japonsko;Krátkometrážní / Animovaný;Tomoki Misato;;
88,00%;286;s;Miseuteo syeonsyain;2018;Jižní Korea;Historický / Romantický;Eung-bok Lee;Byung-hun Lee, Tae-ri Kim;
87,30%;366;m;Bohemian Rhapsody;2018;Velká Británie / USA;Životopisný / Drama;Bryan Singer;Rami Malek, Lucy Boynton;
86,80%;431;m;Zelená kniha;2018;USA;Drama / Komedie;Peter Farrelly;Viggo Mortensen, Mahershala Ali;Oscar
86,80%;432;s;Hilda;2018;Velká Británie / Kanada;Animovaný / Dobrodružný;Andy Coyle;Bella Ramsey, Ameerah Falzon;
86,10%;533;s;Boj o moc;2018;USA;Drama;Adam McKay, Mark Mylod;Brian Cox, Jeremy Strong;
85,90%;572;s;Cobra Kai;2018;USA;Akční / Komedie;Jon Hurwitz, Hayden Schlossberg;Ralph Macchio, William Zabka;
85,80%;585;m;Avengers: Infinity War;2018;USA;Akční / Dobrodružný;Anthony Russo, Joe Russo;Robert Downey Jr., Chris Hemsworth;
85,80%;586;m;Spider-Man: Paralelní světy;2018;USA;Animovaný / Akční;Bob Persichetti, Peter Ramsey;Shameik Moore, Jake Johnson;
85,30%;691;s;Yellowstone;2018;USA;Drama / Western;Taylor Sheridan, Ed Bianchi;Kevin Costner, Kelly Reilly;
85,30%;692;s;Kominského metoda;2018;USA;Komedie / Drama;Beth McCarthy-Miller, Chuck Lorre;Alan Arkin, Sarah Baker;
85,20%;719;s;Narcos: Mexiko;2018;USA;Drama / Krimi;Andrés Baiz, Amat Escalante;Diego Luna, Scoot McNairy;
85,00%;777;s;Pose;2018;USA;Drama / Muzikál;Ryan Murphy, Nelson Cragg;Michaela Jaé Rodriguez, Ryan Jamaal Swain;
84,70%;875;st;Best Friend;2018;Francie;Krátkometrážní / Animovaný;Nicholas Olivieri, Juliana de Lucca;;
84,70%;913;m;Quincy;2018;USA;Dokumentární / Hudební;Alan Hicks, Rashida Jones;Quincy Jones, Rashida Jones;
